title_id,title,box_office,country,genre,director,metascore,production,rating,IMDB_rating,rotten_tomatoes_rating,runtime,type,IMDB_votes
tt3907106,Floreana,N/A,USA,Drama,Michael Yates,N/A,N/A,N/A,N/A,NA,112 min,movie,N/A
tt3657522,Flower Power,N/A,USA,Short,Peggy Walkush,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt2409812,Flutter,N/A,USA,Drama,Eric Hueber,N/A,Xlrator Media,Not Rated,5.9,60%,96 min,movie,340
tt4073764,Focus Puller,N/A,USA,"Comedy, Mystery, Thriller",Jonny Mars,N/A,N/A,N/A,N/A,NA,90 min,movie,N/A
tt4355544,Footnotes of an Ornament,N/A,USA,Drama,Nick Sung,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt7714448,For Better,N/A,USA,Comedy,Lois Reed,N/A,N/A,N/A,N/A,NA,90 min,movie,N/A
tt3130598,For Love or Money,N/A,USA,Comedy,Roger Melvin,N/A,N/A,NOT RATED,5.7,NA,80 min,movie,15
tt2258130,For Serious,N/A,USA,"Comedy, Drama, Romance",John Sheehan,N/A,N/A,N/A,N/A,NA,85 min,movie,N/A
tt3717236,For the Plasma,N/A,USA,"Comedy, Drama, Sci-Fi","Bingham Bryant, Kyle Molzan",N/A,Artists Public Domain,N/A,6.1,59%,94 min,movie,37
tt5509844,Forbidden,N/A,USA,Drama,Tony Picciotti,N/A,N/A,N/A,N/A,NA,98 min,movie,N/A
tt1651123,Foreclosure,N/A,USA,Horror,Richard Ledes,N/A,N/A,NOT RATED,5.4,NA,86 min,movie,36
tt3453790,Forever Your Love,N/A,USA,"Drama, Family, Fantasy",Christopher Michael Roybal,N/A,N/A,N/A,N/A,NA,86 min,movie,N/A
tt3089954,Forget Me Not,N/A,"USA, China","Comedy, Drama, Family",Cici Zhu,N/A,N/A,N/A,N/A,NA,90 min,movie,N/A
tt4134856,Forget Me Not,N/A,"Greece, USA","Adventure, Drama",Yannis Fagras,N/A,N/A,N/A,5.3,NA,102 min,movie,29
tt2672326,Forgotten Hero,N/A,USA,Thriller,Paul Bright,N/A,N/A,N/A,5.8,NA,85 min,movie,8
tt3295088,Forgotten Kingdom,N/A,USA,"Action, Sci-Fi",Jamal Blair,N/A,N/A,N/A,N/A,NA,98 min,movie,N/A
tt4401170,Forgotten Promise,N/A,USA,Drama,Mahadeo Shivraj,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt2093995,Fort Bliss,N/A,"Turkey, USA","Drama, War",Claudia Myers,68,Phase 4 Films,TV-14,6.4,75%,116 min,movie,"2,852"
tt3457734,Fort Tilden,N/A,USA,Comedy,"Sarah-Violet Bliss, Charles Rogers",70,Orion Releasing LLC.,R,5.4,88%,98 min,movie,"1,227"
tt3793744,Fortius,N/A,USA,Biography,Ron Irwin,N/A,N/A,N/A,N/A,NA,60 min,movie,N/A
tt3469330,Found Footage,N/A,USA,Comedy,Drew Byerly,N/A,N/A,N/A,8.4,NA,93 min,movie,5
tt3606486,Four Magpies,N/A,USA,"Drama, Fantasy, Horror",Spencer Simpson,N/A,N/A,N/A,N/A,NA,86 min,movie,N/A
tt4227128,Four Quarters,N/A,USA,Drama,"Diane Glancy, James Lujan",N/A,N/A,N/A,N/A,NA,55 min,movie,N/A
tt3099300,Four Seasons,N/A,USA,"Comedy, Romance",Christopher Nolen,N/A,N/A,Not Rated,5.8,NA,90 min,movie,68
tt4211694,Fovos,N/A,USA,Horror,Joshua J. Cordero,N/A,N/A,N/A,4.3,NA,64 min,movie,11
tt1100089,Foxcatcher,"$9,744,477",USA,"Biography, Drama, Sport",Bennett Miller,81,Sony Pictures Classics,R,7.0,88%,134 min,movie,"128,241"
tt2355808,Fragile World,N/A,USA,Drama,Sandy Boikian,N/A,N/A,N/A,8.2,NA,81 min,movie,12
tt2406602,Fragmented Truth,N/A,USA,Drama,Josef Cannon,N/A,N/A,N/A,3.8,NA,N/A,movie,6
tt4027978,Fragments of a Memory,N/A,USA,Drama,Maximilien Proctor,N/A,N/A,N/A,N/A,NA,62 min,movie,N/A
tt3659296,Framed,N/A,USA,"Drama, Thriller","Alyson Brilliant, Adam Hardebeck",N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt2259318,Frank vs. God,N/A,USA,"Comedy, Drama, Romance",Stewart Schill,N/A,Random Media,PG,6.2,NA,100 min,movie,134
tt2952488,Frankenstein's Monster,N/A,USA,"Drama, History, Sci-Fi",Syd Lance,N/A,N/A,N/A,3.8,NA,86 min,movie,5
tt3615040,"Frankenstein, Missouri",N/A,USA,Thriller,Joey Odendahl,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt10043150,Frankenstein: Presented by the 4th Wall Players,N/A,USA,Horror,Josh Gibson,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt3259178,Free Fall,N/A,USA,"Action, Crime, Thriller",Malek Akkad,N/A,Anchor Bay Entertainment,R,4.4,NA,90 min,movie,"1,799"
tt4298898,Free Verse,N/A,USA,Drama,William Peck,N/A,N/A,N/A,N/A,NA,110 min,movie,N/A
tt2298394,Free the Nipple,N/A,USA,"Comedy, Drama",Lina Esco,33,IFC Films,Unrated,3.9,18%,78 min,movie,"1,589"
tt2584018,Freedom,"$124,356",USA,"Drama, Music",Peter Cousens,30,Arc Entertainment,R,6.3,0%,94 min,movie,"1,572"
tt3612004,Freedom,N/A,USA,"Short, Action, Comedy",Mark Schaefer,N/A,N/A,N/A,N/A,NA,48 min,movie,N/A
tt2325002,Freezer,N/A,USA,"Action, Thriller",Mikael Salomon,40,Anchor Bay Entertainment,R,5.2,33%,83 min,movie,"3,119"
tt3971092,Frequency,N/A,USA,Sci-Fi,Piper Kessler,N/A,N/A,N/A,6.5,NA,N/A,movie,27
tt2265510,Fried,N/A,USA,Comedy,Daniel Bernstein,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt2298186,Friended to Death,N/A,USA,Comedy,Sarah Smick,26,Green Step Productions,R,4.8,42%,94 min,movie,436
